0.000000, -0.938141, 72.282792
0.000000, -0.865590, 72.282792
0.000000, -0.638267, 72.282792
0.000000, -0.245373, 72.282792
0.000000, -0.220409, 72.282792
0.000000, -0.104238, 72.282792
0.000000, 0.127066, 72.282792
0.000000, 0.159509, 63.871605
0.000000, 0.254495, 63.871605
0.000000, 0.273342, 63.871605
0.000000, 0.280963, 63.871605
0.000000, 0.297480, 63.871605
0.000000, 0.346506, 63.871605
0.000000, 0.361018, 63.871605
0.000000, 0.375507, 63.871605
0.000000, 0.384522, 72.282792
0.000000, 0.389987, 63.871605
0.000000, 0.559818, 63.871605
0.000000, 0.614632, 72.282792
1.000000, -0.906436, 72.282792
1.000000, -0.805174, 72.282792
1.000000, -0.794198, 72.282792
1.000000, -0.495239, 72.282792
1.000000, -0.456432, 72.282792
1.000000, -0.343381, 72.282792
1.000000, -0.043129, 72.282792
1.000000, 0.621508, 72.282792
1.000000, 0.682604, 72.282792
2.000000, -0.867289, 72.282792
2.000000, -0.795478, 72.282792
2.000000, -0.513233, 72.282792
2.000000, -0.435772, 72.282792
2.000000, -0.430793, 72.282792
2.000000, -0.099405, 72.282792
2.000000, 0.155615, 72.282792
2.000000, 0.362619, 72.282792
2.000000, 0.960570, 72.282792
3.000000, -0.096307, 72.282792
3.000000, -0.089963, 72.282792
3.000000, -0.016888, 72.282792
3.000000, 0.004892, 72.282792
3.000000, 0.040528, 72.282792
3.000000, 0.531419, 72.282792
3.000000, 0.585503, 72.282792
3.000000, 0.738722, 72.282792
3.000000, 0.989710, 72.282792
4.000000, -0.906346, 72.282792
4.000000, -0.809797, 72.282792
4.000000, -0.414943, 72.282792
4.000000, -0.313854, 72.282792
4.000000, 0.092436, 72.282792
4.000000, 0.279056, 72.282792
4.000000, 0.342804, 72.282792
4.000000, 0.888359, 72.282792
4.000000, 0.992992, 72.282792
4.000000, 0.999742, 72.282792
5.000000, -0.663853, 72.282792
5.000000, -0.546664, 72.282792
5.000000, -0.524509, 72.282792
5.000000, -0.459574, 72.282792
5.000000, 0.337718, 72.282792
5.000000, 0.593113, 72.282792
5.000000, 0.735653, 72.282792
6.000000, -0.342520, 72.282792
6.000000, -0.325705, 72.282792
6.000000, -0.290627, 72.282792
6.000000, -0.229401, 72.282792
6.000000, -0.089635, 72.282792
6.000000, -0.084729, 72.282792
6.000000, -0.048086, 72.282792
6.000000, 0.211025, 72.282792
6.000000, 0.366809, 72.282792
6.000000, 0.443186, 72.282792
7.000000, -0.856462, 72.282792
7.000000, -0.368762, 72.282792
7.000000, -0.168982, 72.282792
7.000000, -0.128379, 72.282792
7.000000, 0.202416, 72.282792
7.000000, 0.307488, 72.282792
7.000000, 0.494953, 72.282792
7.000000, 0.515415, 72.282792
7.000000, 0.578060, 72.282792
7.000000, 0.613106, 72.282792
7.000000, 0.675204, 72.282792
8.000000, -0.889850, 72.282792
8.000000, -0.641986, 72.282792
8.000000, -0.328790, 72.282792
8.000000, -0.268806, 72.282792
8.000000, -0.230592, 72.282792
8.000000, -0.014821, 72.282792
8.000000, -0.005140, 72.282792
8.000000, 0.008786, 72.282792
8.000000, 0.115951, 72.282792
8.000000, 0.300295, 72.282792
8.000000, 0.664428, 72.282792
8.000000, 0.741277, 72.282792
8.000000, 0.977716, 72.282792
9.000000, -0.915477, 72.282792
9.000000, -0.851198, 72.282792
9.000000, -0.620740, 72.282792
9.000000, -0.105328, 72.282792
9.000000, -0.030419, 72.282792
9.000000, -0.023297, 72.282792
9.000000, 0.448707, 72.282792
10.000000, -0.848461, 72.282792
10.000000, -0.797696, 72.282792
10.000000, -0.203305, 72.282792
10.000000, -0.110759, 72.282792
10.000000, 0.072318, 72.282792
10.000000, 0.610064, 72.282792
11.000000, -0.952627, 72.282792
11.000000, -0.846201, 72.282792
11.000000, -0.767329, 72.282792
11.000000, -0.586728, 72.282792
11.000000, -0.567767, 72.282792
11.000000, -0.549388, 72.282792
11.000000, -0.509985, 72.282792
11.000000, -0.504230, 72.282792
11.000000, -0.498222, 72.282792
11.000000, -0.362678, 72.282792
11.000000, -0.235097, 72.282792
11.000000, -0.108996, 72.282792
11.000000, -0.089283, 72.282792
11.000000, 0.007020, 72.282792
11.000000, 0.044376, 72.282792
11.000000, 0.412465, 72.282792
11.000000, 0.444765, 72.282792
